ID,Transcription,tag,Link
98,Toddy não é o Toddy de bebê é o Toddy da psiquiatria é o transtorno de oposição desafiante o transtorno opositivo desafiador e realmente é uma das coisas mais desafiadoras da psiquiatria porque tá dentro dos transtornos de controle de impulsos e condutas é a criança que tem três características básicas e é uma criança criança criancinha mesmo com 5 anos ela já tá apresentando todas essas características ela tem um humor facilmente irritável e raivosa é uma criança raivosa ela tá sempre questionando mas de uma forma extremamente desafiadora e ela tem uma índole Vingativa com aquele quezinho de maldade já tem de criancinha já dá para perceber e isso causa impacto na vida escolar social e familiar dessa criança é um jeito de ser já na infância dá para perceber começa frequentemente mesmo quando a criança é bem jovem e às vezes na adolescência e a gente precisa entender que essas crianças elas crescem e elas viram adultos com transtorno positivos desafiante então elas são adultos que perdem a calma que são raivosos que são ressentidos que não para emprego que culpam os outros pelos próprios problemas que incomodam os outros de propósito e questionam é agressivamente qualquer pedido então realmente é um transtorno,depressao,https://www.instagram.com/reel/C8LSD0gO5Iv/?igsh=MXdnb3FvczNjb2c3ZA==
99,noivo tem polícia militar 15281 quer ver eu não sei jogar por mim primeiro,depressao,https://www.instagram.com/reel/CvQMerbAv-0/?igsh=ZzBrbm1zdWYwN3o2
101,mudo fala nome de seis rapariga que não vale nada Ana Maria Joaquina isso aí povo velho bug banana buli banana e os guarda,depressao,https://www.instagram.com/reel/C9PzOaIO0-y/?igsh=MXJtb2NsM2szdzJ6Mw==
103,,depressao,https://www.instagram.com/reel/C83aEbXNMA2/?igsh=MXd3Yng4bjM5dW5vag==
105,depressão é foda né Eu tive um princípio foi foda é lá uma coisa fácil de lidar com um negocinho você não sabe da onde vem né a terapia vem para te ajudar mesmo assim foi o que me ajudou mais mais do que remédio qualquer coisa mas é horrível o que é isso essa angústia de você não não conseguir entender da onde tá vindo aparentemente sempre parece que vem uma tristeza da onde você não sabe da onde que ela vai cair é horrível tá tudo tranquilo em volta e é isso que vai às vezes te deixando mais ansioso que você vai perdendo a sua vida para ficar você não consegue sair disso,depressao,https://www.instagram.com/reel/C8E2hVeONhc/?igsh=a2tyc3dwbHIxNWV4
107,então eu oriento aos casados namorem três vezes por semana e se possível um deles selvagem arrebenta com tudo tá bom então isso é muito bom cara isso é muito bom falar isso de casal eu digo para os cara rapaz até rimou ressuscita tô acreditando nisso eu tenho vários casos de ressurreição do morto as irmãs no dia seguinte glória a Deus glória a Deus aleluia ressuscitou,depressao,https://www.instagram.com/reel/CiddsJHgFKl/?igsh=MTBuODNyemlzZjV3OA==
108,esse aqui é o Uno é o Uno a lenda viva esse aqui é o melhor carro fabricado no Brasil em todos os tempos e talvez seja um dos melhores carros fabricados em todo o mundo por que o Uno resiste a tudo o Uno é uma máquina é uma lenda mas o que que isso tem a ver com a saúde mental muita muita coisa o Uno tem tudo que você precisa Uno te leva em qualquer lugar Uno não tem luxo o Uno não tem picaretagem una é consertado em qualquer lugar o Uno qualquer mecânico resolve o BO o único não vai te dar trabalho ou na econômico o homem é tudo que um carro precisa ter se você tiver uma mente potente forte que nem o Uno você vai chegar em qualquer lugar você vai ter tudo que você precisa por que na verdade a vida é assim você não precisa de um carro luxuoso como você não precisa de uma mente luxuosa entendi você precisa é ter o básico e no básico o Uno vai te levar em qualquer lugar se sua mente for que nem o Uno somente vai estar tranquilamente não vai viver no ontem porque o um não é atemporal sua vida não vai viver no amanhã porque amanhã ou não vai estar aqui entende você vai ter a tranquilidade do Hoje vai ter após o do hoje é ter uma vida económica boa com tudo que você precisa,depressao,https://www.instagram.com/reel/C8fBq0IOixX/?igsh=MWEyZDdteGYwMW9peQ==
109,melhor psiquiatra que tem é o exercício físico pera aí pera aí como é que é o melhor psiquiatra psiquiatra que tem em academia é porque Concordo 100% porque você também não é só o a substâncias a melhora do metabolismo cerebral substâncias que o cérebro produz que são muito semelhantes ao que eu busco com a medicação para corrigir uma depressão mas o músculo quando ele é estimulado ele solta uma biocina miocinas conexões o neurônio Deixa de ficar careca eu falo que a depressão é e o Burnout e o neurônio ficou careca ele volta até muito cabelo né então você cuidar da sua fragilidade é o melhor jeito de ser forte e as pessoas não têm esse conceito elas acham que ser forte é suprimir a fragilidade é passar por cima da fragilidade e isso custa caro lá na frente,depressao,https://www.instagram.com/reel/Cz3Yw-IuYl6/?igsh=bm1mbnV1Ymc5ZTZx
115,Não Chora não chora não chora não chora,depressao,https://www.instagram.com/reel/C9oE9g-N3vF/?igsh=cG1nZTJjZHN4dTE5
118,verdade ou desafio ah desafio eu desafio você ligar para mina que você tá afim mas agora eu encontro com ela pô esse assunto é delicado mano é maior tempo aí que eu terminei meu namoro tá ligado Inclusive a última vez que eu vi ela foi aquele vídeo do encontro lá mano então maior tempo assim que eu não me relaciono com ninguém e essa é a primeira pessoa assim que depois aquilo que eu tô realmente sentindo alguma parada tá ligado é dá para perceber mesmo que você tá animado Dá para ver que você tá com um brilho no olhar tá diferente da última vez que eu tive tá tá dando certo mano tá dando certo mano é engraçado parece que depois que a gente sai do namoro assim a gente desaprende a conversar com os outros mano sei lá é só isso significa que você tá um pouco nervoso Alô e aí como você tá hoje eu fiquei o dia meio ocupado a gente nem conseguiu conversar direito mas vamos fazer alguma coisa amanhã vamos sair para comer alguma coisa com você aí sei lá comer sei lá um papel alguma coisa sei lá umas 8 horas eu passo aí a gente a gente vai se falando demorou demorou então tchau beijos,depressao,https://www.instagram.com/reel/C-LquvoSSWr/?igsh=MWJocjh1dWtjaWxucA==
122,aqui não tem princesinha assim não aqui ó cada um abastece a sua própria veículo a moto você abastece o carro você abastece você que paga ali ó na maquininha ou senão você paga lá na vendinha lá dentro se você for pagar em dinheiro tem que pagar lá na venda lá dentro e aí é bom que você aprende né aprende abastecer o carro aprende a jogar o lixo lá fora aprende a lavar a privada aqui as coisas são muito caras muito caras serviços sabe serviço é um negócio muito caro Então você aprende você aprende a fazer um monte de coisa eu acho bem legal isso a gente fica mais esperto sabe é,depressao,https://www.instagram.com/reel/C7hbuR-OFtO/?igsh=MTBiY3I5Y3NtaWU4MQ==
125,você acorda cansado eu tenho que acordar uma vez para ir no banheiro não mas não tem problema Acordar uma ou duas vezes na noite é normal mesmo que você volte a dormir rápido eu sempre vejo as pessoas que me disseram assim cara eu durmo acordo no outro dia com o despertador eu falo é como como isso é uma arte ó vou te falar ó o sono ele tem algumas fases tem o sono talvez vocês já tenham visto aqueles gráficos do Sono clássico né você tá acordado tá em vigília aí você entra no sono o sono superficial alguns autores trazem cinco fases quatro fases outros trazem três fases mas é o sono superficial desce para um sono onde começa o sono profundo e entra na fase do sono profundo leva algo em torno de uma hora e meia,depressao,https://www.instagram.com/reel/C8xOCWJOP5O/?igsh=bTk4a3IybDlnb2oy
126,mitomania mitomania é a perturbação psicológica da pessoa que mente sem parar compulsivamente ela fantasia as coisas ela conta aventuras imaginárias como sendo verdadeiras Mentir é a característica natural da personalidade da pessoa com mitomania a perturbação vai se desenvolvendo lentamente na pessoa por causa que ela tem uma necessidade de atenção ela tem uma baixa autoestima ela tem uma dificuldade de lidar com a realidade e uma vontade de impressionar as pessoas ao redor dela no fundo ela quer disfarçar a própria realidade Então ela conta histórias que são favoráveis para ela conta de a gente fez contra empregos que teve sempre são coisas boas para elas se aparecer melhor na situação mas na verdade ela não tem uma vantagem real nisso ela não quer vender o produto ela não quer ganhar dinheiro ela não quer nada só quer se aparecer melhor na situação e aí conta essas histórias bem detalhadas tem culpa nenhuma mas não são delírios nem psicoses se você pensar a pessoa a pessoa vai te falar ah tô mentindo ela vai aceitar que tá mentindo mesmo uma contra o rosto ela vai mentir que a história é falsa tem tratamento psiquiatra psicólogo mas é dureza porque a pessoa tem que querer te tratar e o mitomano vai lá querer te tratar,depressao,https://www.instagram.com/reel/C93WU_2Oiye/?igsh=aG82enB1M2NuYzdq
130,Oi o vídeo chegou era casado ou não que sim eu sou casada é acabou virando um grande bafafá porque eu acabei usando um vício de linguagem uma palavra capacitista que acabou ofendendo bastante gente e assim eu não gosto de deixar nada pelas beiradas e acho que quando a gente comete erros a gente tem que consertar a gente tem que pedir desculpas consertar então assim eu apaguei aquele vídeo porque realmente eu vi que teve muita gente que se ofendeu e assim para evitar que mais gente se ofenda e que isso reverbere e que repete para mais gente ainda mais gente que chateada eu realmente eu apaguei eu tô pedindo desculpa para quem sentiu ofendido vai entrar na minha lista de aprendizados né então assim esse vídeo é um vídeo de pedido de desculpas para quem ficou ofendido e eu vou tratar de tomar providência de não repetir o erro do da linguagem que eu cometi tá para quem se sentiu ofendido Me desculpe,depressao,https://www.instagram.com/reel/C7ndv-BO5g6/?igsh=eW00OGJkaGNyZWY3
131,Oi o meu nome é Michel Mansur e você sabia que pessoas com TDH elas podem ter problemas sensoriais é muito comum a gente ligar problema sensorial por exemplo problema com barulho com determinados toques com pessoas com autismo mas as pessoas com TDH também podem ter esses problemas no caso do barulho algumas pessoas com TDAH podem ter problemas com barulhos repetitivos ou específicos por exemplo barulho de pessoa mastigando já outras pessoas com TDH elas podem ter problemas com volume do barulho então às vezes elas podem ter uma sensibilidade sonora maior do que outras pessoas então para uma pessoa parece que a TV ou som ou a música tá não tá no volume Ok mas pra pessoa com TDH aquilo pode ser bem agressivo e Em ambos os casos esses barulhos sejam repetitivos ou seja um barulho muito alto ele faz com que a pessoa que o TDAH às vezes ela se desespere aquilo ali causa um incômodo muito grande ela pode ter comportamentos impulsivos ela pode ficar grosseira sabe ela pode realmente ficar Incomodada com aquilo a ponto daquilo ali atrapalhar o convívio social dela naquele momento ou mesmo fazer com que ela não consiga pensar direito nas coisas,depressao,https://www.instagram.com/reel/C4QJiEYOlsm/?igsh=bG9xb2puNWJxcGhq
136,Richard Happy teste de farmácia,depressao,https://www.instagram.com/reel/C7jrX1DsbV9/?igsh=a2JqejNwZGQ2dTY1
143,boa noite oi tá apressado amiga sim vai para onde essas horas irmão vou jantar da família fica com medo também que tá em família ok senta sereia quem chorou não tá mandando mensagem mas não um pouco amor olha aqui tá quanto tempo sem ir para a igreja Qual a cor da igreja do bairro Jesus é rapaz no bairro não tem igreja tá maluca agora você vai ficar aqui vai estudar a bíblia fala baixo né que vai estudar com o irmão mudo se você não entendeu isso tudo vai virar padre,depressao,https://www.instagram.com/reel/C-UHJDrO81e/?igsh=YzhmZ3o5bXB1azl1
148,a depressão ela começa muitas vezes quando a gente passa um longo período sem sermos nós mesmos isso a gente está de ressaca o tamanho da vida a gente tá no rank over numa ressaca onde a gente vai perdendo energia perdendo energia e a gente se desconhece eu preciso fazer aquilo mas eu não sei mais o que eu preciso fazer aquilo eu não tenho mais esperança então a gente entra antes da depressão muitas vezes na distimia distimia eu não tô nem normal nem depressivo mas eu tô chato eu tô pessimista eu já não tô aguentando eu não tô aguentando isso E aí você está muito tempo fazendo aquilo que não é seu não personagem que não é seu então quando eu deixo de ser eu mesmo por muito tempo você tá caminhando ou para um surto ansioso ou para um surto depressivo,depressao,https://www.instagram.com/reel/C-JHKzbSCVe/?igsh=MXBtZzQ4OHh2N3Y0cQ==
149,desgraçado desde a primeira vez que você entrou para vereador Mas voltando para você desgraçado e aquele dia lá na prefeitura não querer mandar o carro para me trazer acho que eu vou esquecer e eu ainda botando para você desgraçado agora você entrar lá na prefeitura depois que tá ganhando o teu dinheirão carniça podre pode ter tempo político não sai da porta da casa da gente é vereadora prefeita é demônio do diabo e depois quando a gente precisa uma corrida né para dizer para mim ter calma Vamos tomar no cu viado,depressao,https://www.instagram.com/reel/C82ci91Jlc1/?igsh=MWV3dGJrMm10Z2ZscQ==
153,Deus me tirou ele não quis me dividir os meus vídeos já estavam batendo mais de 100 mil visualizações cantando Sertanejo aí eu tava ficando conhecido assim só que é engraçado porque a primeira música que eu postei foi eu escolho Deus e eu recebi uma proposta de assinar um contrato aqui em São Paulo e era uma proposta grande quando eu sentei na mesa Deus falou comigo espera E aí eu fiquei muito mal porque eu tava olhando para o cara com a caneta na mão e ele não como assim a gente tá aqui você quer ou não eu largo a caneta aqui e amanhã eu vou orar Eu saindo da gravadora tinha dois meninos me esperando na porta e eu achei super estranho e eles eram jovens como eu e ele falou assim oi agora a gente acompanha os seus vídeos e a gente quer que você vá ministrar na minha igreja eu falei você acompanha os meus vídeos se você acompanhar os meus vídeos você saberia que eu tô cantando música sei lá ele não a gente sabe que a primeira música que você postou era eu escolho Deus e é por causa dessa música tá então eu vou na igreja eu fui para o meu quarto quando eu acordo no outro dia chego na igreja tinha oito pessoas na igreja era uma igreja bem simples tinha um menino e calça rasgada e tênis Vans e cabelo comprido e aí você vai cantar eu vou pegar desse jeito irmão eu falei nossa cantar não lembro de mais nada eu só lembro que eu acordei no chão enquanto todo mundo já tinha meio que ir embora da coisa que mais marcou a minha vida e eu acordei estava esse menino e ele me puxou e falou E aí vai ficar aí eu nunca tinha provado isso porque e como quem é esse cara aliás eu falei não como que eu faço para seguir esse Jesus aí ele falou vai pro teu quarto e fala oi Jesus você vai se encontrar com ele e aí fui para casa peguei,depressao,https://www.instagram.com/reel/C8bNHNDsFcH/?igsh=M3Y5cnphdWw3eHY=
155,depressão é uma doença que abala o corpo a mente e o espírito o corpo um deprimido por exemplo não dorme ou então ele tem a insônia da depressão quais são a insônia da depressão cara deita e dorme porque tá Exausta aí entre 3 e 4 horas da manhã ele acorda sem despertador sem nada ele faz aí você fala o que que houve aí ele volta a ter sono lá para as 5:06 por quê entre 3 e 4 seria o auge da produção de serotonina da pessoa de melatonina natural como deprimido produz mal essas coisas o que que acontece ele acorda como se fosse um despertador como se fosse um espírito porque ele faz assim tum sabe o olhão aí ele fala aí ele olha o relógio não mas ainda é cedo aí ele fica para lá e para cá ansioso puro sem depressão Ele tem dificuldade de pegar no,depressao,https://www.instagram.com/reel/C8YS23JuyUV/?igsh=d3V2YzR6aWludm1m
156,,depressao,https://www.instagram.com/reel/CzeALwcMU_6/?igsh=bDZ3dGo4dG90dGsz
157,medicamentos em um minuto gente vamos falar hoje de velafaxina venlafaxina é um inibidor da recaptação de serotonina e noradrenalina é um antidepressivo relativamente moderno sabe muito potente ele é muito intenso com uma meia vida de 5 horas é um medicamento delicado de se tomar mas muito eficiente para tratar diversos casos como transtorno depressivo maior transtorno de ansiedade generalizada transtorno de ansiedade social e transtorno o medicamento muito eficiente Mas pela duração tão curta ele é importante que você tome ele com muita disciplina se você fica um ou no máximo dois dias sem tomar você pode ter náuseas tontura dor de cabeça e mal-estar por causa da eliminação rápida do remédio isso quer dizer que ele causa dependência não quer dizer que sua mente estava apoiada em cima deles e você tirou a mão muito rapidamente seu sistema nervoso central estranhou se desequilibrou desorganizou desorganizou o sistema nervoso autônomo acabou causando reações orgânicas então o remédio que deve ser usado de maneira muito dedicada muito empenhada mas que resolve muitos e muitos casos sabe mas é deficiente tem um efeito neuromodulador na dor também mas que acima de tudo é um antidepressivo muito potente um regulador de ansiedade muito eficiente sabe recomenda todos aqueles que têm disciplina que buscam uma solução assim intensiva resolutiva para seus quadros de difícil resposta ok fiquem com Deus,depressao,https://www.instagram.com/reel/CxoRYs6uJx_/?igsh=MXB2aXh1NXlvYzJ3cw==
158,depressão é uma doença que abala o corpo a mente e o espírito o corpo um deprimido por exemplo não dorme ou então ele tem a insônia da depressão quais são a insônia da depressão cara deita e dorme porque tá Exausta aí entre 3 e 4 horas da manhã ele acorda sem despertador sem nada ele faz aí você fala o que que houve aí ele volta a ter sono lá para as 5:06 por quê entre 3 e 4 seria o auge da produção de serotonina da pessoa de melatonina natural como deprimido produz mal essas coisas o que que acontece ele acorda como se fosse um despertador como se fosse um espírito porque ele faz assim tum sabe o olhão aí ele fala aí ele olha o relógio não mas ainda é cedo aí ele fica para lá e para cá ansioso puro sem depressão Ele tem dificuldade de pegar no,depressao,https://www.instagram.com/reel/C8YS23JuyUV/?igsh=ZTNoYWdiNDBlYXBn
169,Richard Happy teste de farmácia,depressao,https://www.instagram.com/reel/C7jrX1DsbV9/?igsh=MTFvb2U4ejRwbTdpYw==
