ID,Transcription,Tag,Link,Views
161,Luana sofreu tanto na vida dele que nós acabamos literalmente vivenciando experiência como um todo de maneira totalmente diferente do que as pessoas entre aspas normais e é muito complicado porque apesar disso quando a gente tenta conversar com uma pessoa normal ela não consegue nos entender Independente de quem seja às vezes um familiar próximo às vezes o seu namorado seu namorado seu cônjuge sabe Enfim então é muito difícil receber online e não conseguiria expressar isso para o mundo tanto é que essa situação esse medo esse desconforto que nós sentimos pode facilmente progredir para uma relação de fobia social por isso que o borderline quando ele está em público seja um ambiente como uma academia como um restaurante ele se sente ansioso aflito nós viemos do Caos então automaticamente a gente acha que tudo é caos então se você está em um ambiente cheio de pessoas o que isso significa significa pelo seu cérebro que você está correndo riscos porque cada pessoa é um risco cada pessoa é mais impossível trauma e isso gera uma ansiedade generalizada isso gera uma relação de fobia social isso gera e desencadeia vários outros transtornos,borderline,https://www.instagram.com/reel/DO3wOHHDXgL/?igsh=MW5ncDcwbHBpZDdtdg==,13060
162,quando o bode passa para o estresse muito grande Ele ativa aquele modo de sobrevivência você já sabe ligando aquele estado de luta e fuga o coração acelera a pupila dilata sua frio se estresse persiste para aliviar essa tensão a mente pode criar a realidade alternativas para sem menos hostis você sabia disso antes do vídeo já sabe deixa em casos mais extremos a maneira de lidar com a situação pode ser criado ali um Delírio são crenças e reais e irredutíveis alucinações que atuam nos sentidos visão audição Paladar ou desorganizações dois desses três formam uma Psicose Mas calma no border ela tende a ser temporária e fugaz são quadros raros e restrito as crises mais intensas mesmo que é um exemplo de livro executório terminou o relacionamento vem uma convicção extrema de uma perseguição ou uma monitorização mas que tende a melhorar quando o conflito é resolvido ou ameaça de abandonar afastado você já vivenciou ou presenciou alguma coisa assim,borderline,https://www.instagram.com/reel/DMlvep6M1ur/?igsh=NzR1MXQyY2pzanNv,36016
164,foca manicure Now Netflix,borderline,https://www.instagram.com/reel/DPActvfEubT/?igsh=MW9xY2pzc2NsdGIyaQ==,31781
165,o bonde online não pode com piririm pim pim não pode por que muitas pessoas acham que na verdade se pode pedir pipi deixa o fórum nervoso isso aquilo vai simbora online não porque nós Basicamente já estamos em um caos constante internamente então é engraçado porque o Power Line muitas vezes ele fica alto desregulado justamente pelos próprios pensamentos porque ele eleva os pensamentos para uma zona de felicidade e tristeza simultaneamente Então isso que é instabilidade mesmo que sem gatilho específico acontecendo porque você não viu o que que aconteceu mas inteiramente para o borderline aconteceu alguma coisa porque ele lembrou de algo e o pode comer pepino você leva a um nível que você automaticamente não consegue nem pensar em nada porque está suprido entre aspas essa relação nenhuma necessidade específica Então pode crer que tem para borderline ele acalma de certa forma as vozes influenciam você fica só lombrado só que isso cria um perigo muito grande porque porque o primeiro fator é que automaticamente você entra num Crush quando você usa depois de uma média de 2 horas você vai ficar depressivo e o olho lá em depressivo meu amigo não queira assistir um borderline depressivo Então você vai ficar automático para tentar ficar utilizando ou pode pedir o tempo inteiro o que vai te levar pro fundo do poço porque o seu cérebro não consegue ficar apenas no alto quando sai o alto ele vai para o baixo e quanto mais você utiliza mais você cria uma resistência um tipo de resistência farmacológica por assim dizer e você começa a não sentir mais tanta saudade então você precisa de mais mais mais mais mais mais e aí você vai entrar na sua vida toda a certeza fica longe do Felipe fica longe e o que pode acontecer de favorável você utilizar e por não ter essas vozes somente você ficar angustiado Espera aí cadê aquele carro que eu tô acostumado isso te deixa Nossa espera aí eu quero sair algo disso aqui porque eu quero voltar a ser quem eu sou então automaticamente não existe vantagem sobre o crime para borderline fique longe de verdade e se você já teve essa experiência eu quero que você me explica um pouco Como foi a sua vida em relação a isso para você aconselhar outros borders mas é basicamente isso deixa ele,borderline,https://www.instagram.com/reel/DMgOAn2O6kt/?igsh=MXBncnEwemh3Y2NmMQ==,306360
166,whisky por favor não uma cerveja não não não não não whisky com refrigerante normal diet com gelo se limão espera aí espera aí não me traz uma por enquanto eu preciso pensar melhor a partir de hoje eu só vou bater essa escolha certa se eu tivesse pensado melhor eu teria casado com toda a lista com Ana não teria passado a vida inteira pensando porque que eu casei com a Ana e não com a dona disse sempre fiz essas coisas erradas deixei de fazer o teste para goleiro do Botafogo para fazer um concurso de um serviço público que você fez muito bem quem é você eu sou você o que aconteceu a sua vida não foi melhor caminho de vida não saiu o único gol do jogo futebol Como é que você sabe eu sou você se tivesse ido naquele Lance Não só peguei a bola como mandei para o atacadão da Vitória foi considerado é só você se tivesse saído do Gol se você não tivesse saído do Gol não faria nenhuma diferença eu sou você se não tivesse ido naquela bola não foi gol minha carreira continua fica cada vez mais famoso e agora foi vendido para o futebol europeu por uma fábula primeiro goleiro brasileiro brasileiro foi melhor todo mundo,borderline,https://www.instagram.com/reel/DOBOFvqDp7F/?igsh=NnM2bGo5MDlodDVk,942240
170,de bolo de laranja que sumiu na,borderline,https://www.instagram.com/reel/DCJd9A_OAkt/?igsh=M2FxdmFjN2NocTM4,40987
171,Pense bastante dificuldade,borderline,https://www.instagram.com/reel/DF3BMeot1PN/?igsh=bWJwejUxdDVveHRn,122817
174,a roupa de fala até tocar,borderline,https://www.instagram.com/reel/DPMB5ZCDkWa/?igsh=bW9sczNpazA5ZGtk,36782
175,Extreme reactions,borderline,https://www.instagram.com/reel/DPCGhcQDkSV/?igsh=bWF1NnBleXRlZzQ2,26081
176,Você já percebeu que quanto mais você se enche de tarefas menos você percebe o que está acontecendo dentro de você no border em depressão excesso de atividades funciona com uma anestesia emocional como regulador improvisado não um tratamento a imperatividade constante sobrecarregamento do indivíduo com o tempo a dopamina cai a exaustão aparece e aumentam os riscos de depressão crônica Só de pensar que amanhã vai ser a mesma coisa então você salva esse vídeo para lembrar que ocupar não é curar,borderline,https://www.instagram.com/reel/DPFaSwKDAgN/?igsh=YXR5emtzZDAxanJj,22520
180,sintomas de compras por impulso no cartão um delineador e uma sombra e a base e o inglês é um investimento da minha imagem,borderline,https://www.instagram.com/reel/DOL1AJNjpg2/?igsh=Y2ZoaTk4ZGZoZ3do,90748
183,só porque você não tem pai mas acontece que eu tenho pai bom sua mãe usa drogas a minha mãe não usa drogas não,borderline,https://www.instagram.com/reel/DPRW2Y1kUK7/?igsh=MWx5dW9vaDk0YjRk,13900
184,borderline do essa família ou a família adoece borderline e agora você já ouviu Que tipo de Line na família mas e se o problema não for só ele o ambiente modo transtorno assim como transtorno pode influenciar no ambiente mas antes de continuar Você sabe já o que fazer para me ajudar não sabe sem apoio a casa vira um campo minado mesmo cada crise emocional pode ser ignorada ou amplificada o que piora a toda situação ó e antes que já venha um dizer aí que é só se esforçar para melhorar lembra alguém que quebrou a perna não escolhe mangá bem louco famílias que adoecem juntos invalidam falando coisas como de novo isso rebate a emoção com emoção reclamar mas não vê o meu lado né ou então exigem controle do borderline mas não se comprometem de se controlar por outro lado um ambiente bom pode mudar tudo e não isso não significa aceitar tudo significa se esforçar para aprender três pilares básicos comunicação com menos ataques e mais entendimento validação reconhecendo o desconforto apesar de não concordar previsibilidade porque a segurança emocional evita muitas vezes e é sempre bom que as coisas saiam o mínimo possível esperado impossível negativo mas a família pode amenizá-los ou amplificá-los o tratamento só funciona quando todos jogam no mesmo time que que você acha é a família que piora o border ou o border que pior família deixa aí nos comentários,borderline,https://www.instagram.com/reel/DHZfJTuSsTe/?igsh=MXU5a2Rydno1cm9jNg==,89118
188,o border quanto mais inseguro ele está mais arrogante ele fica e é tão interessante isso que você vê o tamanho da fragilidade pelo tamanho da arrogância então aquilo que no primeiro momento vem o que que eu tô fazendo aqui você tá falando uma coisa que adolescente gosta então ele já era regra chegava para mim assim eu sei que eu tô fazendo aqui a minha mãe que me trouxe para lavar papapapa papapapa papapapa vou falar assim sua mãe não falou que você vinha não eu falei se eu fosse você eu levantava embora agora eu falava assim mas se você quiser eu posso até te ajudar por exemplo eu tô vendo que você tá fora do shape você acha que eu tô gorda você tá se achando né Posso tentar te ajudar mas também não quero Então se fosse você é melhor é tão interessante porque quando você não fala né não quebra a expectativa começa coisa que tipo assim se eu fizer isso você que sabe tipo bom para você tipo joga pra ele não vai fazer diferença vou adorar te ajudar mas também se eu não puder eu vou ajudar outras pessoas também não tenho menor problema eu tenho minha consciência tranquila,borderline,https://www.instagram.com/reel/DL0n71eyxee/?igsh=b3BocHNodXU5ZDJw,85711
190,border é por emoção né É muita emoção e aí você falou inclusive explosivo a implosiva aquela pessoa que ela explode para ela ela faz mal para ela o explosivo é aquele que põe toda a sua insegurança a sua raiva para fora geralmente no outro quando ele fala uma porção de coisa para você não quer que você diga o que ele vai fazer ele só quer vazar aquilo ele quer fazer um fio terra de tanta emoção de tanto turbilhão entendeu,borderline,https://www.instagram.com/reel/ClMn0AaArJz/?igsh=MXd2NGxraXVpbWY5Yw==,990164
399,underline a gente tem que entender que antes de ser um transtorno é uma personalidade por isso transtorno de personalidade Isso é uma maneira de ser uma maneira da pessoa viver no mundo e aí a gente vai ter os sintomas que a gente pudesse definir em quatro grandes sintomas seria instabilidade de humor ou seja se as pessoas variam humor muito facilmente outra coisa também é auto percepção o bordo esse alto percebe extremamente inferiorizado ele se vê sempre pior do que o outro tanto que a busca do Border é sempre buscar alguém que possa validá-lo como pessoa e por isso surge a dependência afetiva uma outra característica muito interessante é impulsividade essa impulsividade é sem pensar a pessoa age e isso pode ser para discussões comportamentos impulsivos sem pensar a pessoa fala o que não deve ou dirige perigosamente ou abusa de drogas ou até impulsivamente machuca os outros ou se machuca também e a quarta característica que é muito importante é a característica dos relacionamentos íntimos porque ele dependendo dessas pessoas para se validar ela ou ele acabam dependendo dessa pessoa e querendo o tempo todo e controle dessa pessoa com medo absoluto da perna a gente fala desses quatro mas a gente tem muito mais sintomas a gente tem por exemplo uma incapacidade de lidar com frustração a gente tem auto mutilação pessoas que se machucam a gente tem ataques de fúria dentro da palestra né que a gente abre aí para todas as pessoas que se interessam profundamente sobre o assunto e também para as pessoas que vão fazer parte do curso online mentes que amam demais o jeito borderline de ser eu fiz questão de detalhar muito mais e eu sugiro que você veja porque lá vai ter muita informação Tanto para você que tem um transtorno para você que convive com transtorno Tanto para você que trabalha com o transtorno então não perde porque eu tenho certeza que vai te apresentar,borderline,https://vm.tiktok.com/ZMACrtPPV/,0
401,eu sou psiquiatra e vou te explicar as quatro características centrais que levam ao diagnóstico do transtorno da personalidade borderline você vai finalmente entender de um jeito simples e rápido e eu já vou te dar um spoiler a instabilidade está presente nesses quatro grupos de sintomas que eu vou explicar sem instável é o que melhor define o border com ele não tem meio termo é 8 ou 80 primeira característica instabilidade das emoções o border não tem um estado emocional equilibrado tende a ser uma pessoa com mau humor basal uma pessoa mais negativa reclamona pessimista de mal com a vida que vive tendo crises de tristeza de ansiedade de raiva por causa dos gatilhos do dia a dia é uma pessoa muito sensível as frustrações e que facilmente tem o seu estado emocional desequilibrado segunda característica instabilidade das ações o border tem um padrão de decisões rápidas e mal planejadas impulsivo reativo explosivo compulsivo Rebelde hostil Grosso o border pode ser tudo isso às vezes devido a essa dificuldade de controlar impulsos e depois acaba se sentindo culpado envergonhada arrependido que são sentimentos a que ele tem um especial sensibilidade também é muito comum que o border comece muitas coisas mas não termine então interrupções de cursos interrupções de trabalho interrupções de relacionamentos são muito comuns na vida do borderline a terceira característica é a instabilidade das relações o borderline geralmente é muito carente espera muito das pessoas e realiza sobrecarrega cobra e vai ficando tão emocionalmente dependente que depois costumam vir a paranoia o ciúme e se existe uma ameaça de separação de rejeição ele pode ficar desesperado agressivo praticar automutilações atos de Vingança ou até ter ideia são suicida porque eu já comentei com vocês é inadmissível nenhuma pessoa vale a sua vida você é filho de Deus e merece ser feliz só por existir quarta característica instabilidade da identidade o borderline não sabe direito quem ele é ele pode ser muito confuso em relação aos próprios gostos metas valores às vezes até a identidade ou orientação sexual e por isso falta ele autodeterminação ele pode ser muito sugestionável pode ser um camaleão social e mudar drasticamente de interesse de comportamento para agradar as outras pessoas ou realmente por não se conhecer a instabilidade emocional também contribui para essa instabilidade da identidade Porque como as emoções dele mudam muito ora ele pode parecer doce e frágil e hora ele pode parecer raivoso e hostil Além disso essa fragmentação da identidade dele torna ele mais predisposto a sintomas dissociativos como despersonalização desrealização sintomas conversivos que é quando basicamente existe uma desconexão da mente e do corpo lembre-se o alto diagnóstico é impossível por mais que existam critérios para diagnosticar um transtorno Existe uma grande sobreposição de sintomas na psiquiatria alguns dos sintomas que eu citei aqui existem outros transtornos psiquiátricos ou até em pessoas sempre transtorno nenhum como parte do amadurecimento normal de cada um então se você se identificou com os sintomas tira a sua dúvida com um psicólogo psiquiatra capacitados porque eles têm o estudo e a experiência necessárias para interpretar o seu caso individualmente transtorno borderline tem tratamento e a remissão é possível,borderline,https://vm.tiktok.com/ZMACr7SGj/,0
402,Você já ouviu falar de borderline pessoas com esse transtorno de personalidade tem mudanças bruscas e extremas de humor porque o borderline é marcado por um medo irracional de rejeição ou abandono a forma como os pacientes percebem a si e ao mundo se transforma com rapidez pequenos comportamentos de familiares ou amigos podem causar acessos de raiva ou tristeza quem tem borderline sofre com a própria impulsividade e costuma sentir muito constrangimento pelo que foi feito num momento de descontrole alguns sinais de atenção são viver esforços desesperados para evitar o abandono ter impulsividade e comportamentos autodestrutivos como sexo gastos abuso de substâncias ou direção irresponsável ter sentimentos crônicos de vazio e mudanças repentinas de relação com a autoimagem a psicoterapia é a melhor aliada para tratar esse transtorno associado ao tratamento medicamentoso mas aí com o acompanhamento psiquiátrico compartilhe com quem precisa saber mais sobre esse transtorno de personalidade,borderline,https://vm.tiktok.com/ZMACh2h74/,0
403,o borderline Se não me engano ele é muito difícil de diagnosticar algo assim ele é muito difícil pelo seguinte primeiro que nós falava por exemplo eu passei a minha faculdade inteira e ninguém nunca falou de transtorno de personalidade de voz da Nike e tudo transtorno de personalidade é um pouco difícil da gente entender porque como é um transtorno de personalidade ele é uma forma da pessoa ser é uma forma de enxergar o mundo e com características Então não é algo que é necessariamente é patológico no sentido do transtorno que traz para a vida da pessoa para vida de outros mas no fundo no fundo aquilo faz parte um pouco da Constituição da pessoa então borderline ele ele fosse Colocar assim ele tem uma instabilidade muito grande é emocional Então são pessoas muito hipersensíveis que podem no mesmo dia por coisas pequenas alguém fala assim ah sua roupa não tá legal aquilo pegar como uma rejeição e a pessoa fica mal né então tem muita estabilidade por isso que confunde às vezes com bipolar mas o bipolar ele não tem essa estabilidade no mesmo dia ele tem estabilidade por períodos outra característica do borderline muito muito marcante é a dificuldade de relacionamentos mais próximos são pessoas muito inteligentes são pessoas muito que na na forma social se dá muito bem mas das relações mais íntimas fica muito difícil porque são pessoas que elas precisam se validar no outro então elas têm uma tendência depender da aprovação do outro por isso O Medo da rejeição muito Medo da rejeição e São pessoas que tem uma auto percepção muito depreciativa do tipo não se vê como são Se vem sempre menos sempre muito menos e que tem uma impossibilidade muito grande e uma dessas impulsividade muitas vezes é Quando essas pessoas têm essa questão da automutilação dessas tentativas de auto destruição né então é uma personagem instável Mas é uma personalidade por exemplo muito boa de coração e tem muita gente que não acredita nisso,borderline,https://vm.tiktok.com/ZMACrtDg3/,0
404,estão os estudos mostram aí que a pessoa que tem borderline ela tem ela sente quatro vezes mais intensamente né do que uma pessoa que não tem o transistor Imagina assim a pior dor pior sofrimento da vida até agora quando você teve mais sentiu mais tristeza pessoa que tem bordar ela sente quatro vezes isso importa pré-frontal a partezinha da frente do nosso cérebro né que ele é responsável pelo filtro das emoções então assim tudo que você tem de informação na forma como você se relaciona com o ambiente o quarto precisa de fazer esse filtro amigo dele é como se fosse nosso sistema de alerta né Então tá muito ligado a situações de medo não borderline esse corte aqui para frontal Ele é bem Inativo é quase é disfuncional ali então ele tem um filtro baixo como se fosse uma peneira grande né então passa muita coisa ali amigo né que é responsável por analisar essas questões de alerta né Muito ligado ao medo ela é hiperativa então é muito ativa tá sempre em Alerta procurando alguma coisa como se tivesse sempre presta acontecer alguma coisa errada então ela ativa muito medo então qualquer emoção ela é potencializada então os estudos mostram aí que a pessoa que tem borderline ela tem ela sente quatro vezes mais intensamente nada de uma pessoa que não tem o transtorno pior sofrimento da vida até agora quando você teve mais sentido mais tristeza a pessoa tem borderline ela sente quatro vezes isso,borderline,https://vm.tiktok.com/ZMACr7YG7/,0
405,não pode fazer muita besteira mas ele faz por excesso de emoção porque ele é 100% a emoção zero razão esse nome é borderline borderline porque é como se fosse na borda E durante muito tempo a gente tinha o borderline que o borderline ele é tão ele tem uma convulsão de emoções que ele não controla então ele fica entre o que a gente chamaria antigamente neurose aquela coisa angustiada aquela coisa não tem mais neurose não não se fala Hoje é a ansiedade é despersonalização tem outros nomes é e ele tá ele chega a um ponto que ele pode ficar tão mal que ele passa para Psicose então ele fica ele vive sempre muito ansioso sempre muito com essa sensação de vazio e quando ele chega ao desespero ele dá uma psicot muito rápida por isso se chama borderline à beira tá né quando alguém fala para mim que x pessoas borderline é a primeira coisa que eu penso é um é uma panela de pressão que pode explodir a qualquer momento é assim que eu eu acho que é bem legal isso você tá no teto de explodir é porque assim o que que é a característica mais importante do borderline uma instabilidade enorme porque é uma pessoa que tipo assim primeiro que ela não ela não consegue como é que eu vou te dizer ela vive em função de alguém é como se tivesse um grande vazio existencial Então essas pessoas desenvolvem dependência afetiva pelo outro e aí Elas começam desespero para não perder o outro porque perderam o outro é se perder e aí o que que acontece elas vão ao desespero no desespero por exemplo geralmente ocorre quando termina algum relacionamento aí Elas começam a obsessivamente querer aquele relacionamento recuperar o rosto de outra pessoa mas por exemplo borderline é aquele que tipo assim vai fazer escândalo na porta da pessoa colocar em risco vai se colocar em risco eu tinha uma paciente que ela pegou entrou pelo prédio do ex com um carro blindado portaria foi abaixo e eu descrevo isso até no no no livro Mente borderline E aí foi tão interessante que eu tava correndo na praia de Natal E aí começou a tocar tum tum tum número não identificada na praia então eu falei assim Bom eu tô perto daí eu tô indo aí cheguei lá elas estava presa por seis homens e ela é um ataque de fúria e eu falava assim calma o que que tá acontecendo não aconteceu nada eu só queria trazer o presente de Natal Fulano que jeito não me atendeu eu falei não porque ele está com atual namorado disparou falei calma não tem jeito você não vai entrar não tem condições isso acontece é vamos para casa teve na polícia desacato ta ta ta ta ta e depois ela baixou e o cara chegou e falou assim eu não atendi porque eu sabia que ela ia explodir aqui ó com a minha atual namorada eu não quero fazer mal a ela né Mas vai ter que pagar a portaria,borderline,https://vm.tiktok.com/ZMAChNN17/,0
407,por amar,borderline,https://vm.tiktok.com/ZMAChyXe3/,0
409,quatro sinais de surtos de uma pessoa que tem transtorno de borderline prazer eu sou psicólogo Igor Andrade especialista em transtornos mentais o primeiro seria explosões de raiva intensa Pessoas com Transtorno de borderline vai ter mudanças de humor muito intensa e rápida levando a explosões de raiva completamente desproporcionais a situação ocorrida segundo seria medo extremo do abandono Pessoas com Transtorno de borderline vai ter uma reação emocional intensa ao menor sinal de separação ou rejeição podendo levar comportamentos exagerados na simples sensação de abandono terceiro seria a dificuldade em controlar suas emoções muitas vezes resultando em episódios de choro raiva ou Euforia sem motivo aparente seguido por culpa ou vergonha daquilo que ela fez quatro e último relacionamentos instáveis vai ser como pessoas com borderline e seguir padrões de relacionamentos instáveis caracterizado por altos e baixos extremos hora vai ser amor demais e daqui a pouco vai ser a hora que não vai querer nem ver a cara da pessoa em alguns momentos com período de proximidade máxima seguidos por distanciamento bruto,borderline,https://vm.tiktok.com/ZMAChAKFF/,0
410,o border borderline né que a gente fala Às vezes as pessoas não entendem o que é border mas é o transtorno de personalidade borderline que a gente fala dessa instabilidade gigante da pessoa ela é instável nos comportamentos ela é instável no sentimentos é uma pessoa com uma ausência gigante de regulação emocional regula ela simplesmente vai né e as causas quando a gente vai olhar a infância dessas pessoas são pessoas que tendem a evitar a todo custo na vida adulta o que às vezes elas passaram na infância na adolescência Seja algum abandono algum abuso então é como se fossem Elas têm uma hipersensibilidade muito grande muito grande São pessoas hipersensíveis que levam as coisas muito para si é como se tivesse uma ferida muito aberta muito grande ali e quando alguns gatilhos né como a gente fala algumas coisinhas acontecem aquilo meio que ativa e a todo custo ela quer evitar aquele sofrimento que ela já passou então são pessoas quando a gente tiver é muito clássico olhar no histórico do Border dos borders né pessoas que foram tiveram negligência na infância abuso e não é só jogar a culpa na infância é porque o adulto que a gente é ele é um resultado de vários anos de desenvolvimento que você teve a relação que você tem hoje com as pessoas ela é fruto do que você aprendeu lá atrás porque Nós aprendemos as coisas apesar de Claro cada um tem as suas características de personalidade de temperamento a gente aprende muita coisa assim estrutura muita coisa como que eu aprendi a lidar com cada coisa vai muito do que de quais as situações que eu vivi o que que eu fui exposto tanto é que você não faz atendimento psicológico né avaliação psiquiátrica a gente não faz isso sem investigar a história do paciente anamnese né como a gente fala a gente faz tudo uma investigação para saber o que que aconteceu nessa infância onde essa pessoa foi criada Porque a gente já sabe que o ambiente ele ele é assim decisório demais na nossa personalidade no nosso tipo de enfrentamento as coisas,borderline,https://vm.tiktok.com/ZMAChXCXV/,0
412,quais são os sintomas básicos tem vários Mas vamos lá instabilidade tá são pessoas muito instáveis por que instabilidade humor não é mudança de humor é estabilidade por que assim você sai de casa tá ótimo aí eu falo assim eu não gostei do seu tênis vermelho pronto virou é uma coisinha boba muito boba que aquela pessoa lê como rejeição qualquer coisa essa pessoa ler como rejeição Então ela tem uma instabilidade de humor ela tem uma alta percepção de si mesmo muito negativa Então aquela pessoa tipo assim é se alguém gosta de mim é porque ele não tá vendo meus defeitos se alguém me quer eu tenho que querer essa pessoa para o resto da vida porque ninguém mais vai me querer então fica muito fácil manipular essas pessoas ou seja bota lá não é manipulável é isso não ele manipula e é manipulável por exemplo um psicopata manipula um borderline muito fácil eu diria que são duas personalidades que tendem a se atrair mas é quem sai perdendo a borderline por quê Porque são instáveis tem uma auto percepção muito negativa tem é impulsividade tem possibilidade assim ataques de fúria faz para o border ele tem que ser dessa maneira para controlar você para não perder mas eles são intensos em buscar amor porque ele não eles não tem auto estima quase zero tá então eles não se sentem uma pessoa inteira para eles eles só se completa eu passo a existir quando eles têm uma parceria afetiva então o que que acontece no início todo borda é maravilhoso meu querido porque eles vão naquele aflição de te agradar porque ele depende de você para ser alguém então pelo desespero porque assim como ele existe grande parte dele existe no outro se ele perdeu o outro ele não ele não tem então eles fingem que são alguma coisa interessante porque ele tem que atrair pessoas porque eles não são inteiros nele,borderline,https://vm.tiktok.com/ZMAChxAGb/,0
413,então eu vou te contar o lado que ninguém te conta sobre o board você já deve ter escutado muita coisa sobre o borderline santas animada O que são pessoas barraqueiras que quebram as coisas fazendo tudo para chamar atenção esse lado do estigma ah do de resumir o transtorno isso aí a gente já tá cansado de saber que essa visão traz um preconceito muito grande com as pessoas que enfrentam o transtorno ninguém quer conviver as pessoas se afastam as pessoas não têm uma ideia certa do que é o transtorno enxergar a pessoa além daquilo que está às vezes disfuncional ou um desequilíbrio um lado positivo Porque como tudo na vida vai ter um lado negativo e tudo vai ter um lado positivo e quando a gente for falar sobre a gente ter cuidado para não resumir uma pessoa a um transtorno já é muito difícil para quem tem conseguir lidar com isso e aceitar isso porque as queixas que a gente escolheu só queria ser normal eu não queria ser assim eu não queria sentir tanto eu não queria ter controle eu queria não me importar tudo positivo é muito cativante nessa pessoa e que a gente precisa ele pode ser muito intenso o lado bom dessa intensidade ela realmente está do seu lado quando ama ela realmente vai amar bastante ela vai te entregar tudo dela ela vai ser o melhor para você pode ser uma pessoa muito energética geralmente são pessoas muito energéticas ambiciosas criativos podem ter vários interesses então devido a ter vários interesses São pessoas que vão se dedicar muito alguma coisa assim interessante nome da música totalmente são pessoas extremamente em,borderline,https://vm.tiktok.com/ZMAChMgBA/,0
414,em geral homens que se apaixonam por mulheres morrem por que mulheres podem é extremamente interessante no primeiro momento porque ele não sendo nada elas são capazes de ser qualquer coisa para agradar ela se transformam o objeto Amado né então se dispõe a matar uma vida e começar uma outra que foca agradar aquela pessoa então é fascinante num primeiro momento né agora tem homens que acham que essas crises de fúria ou ciúmes descontrolado é sinal de amor então é muito comum por isso que você você tem aqueles tipos de personalidades que vão se atrair por personalidade muito intensas porque eles confundem a intensidade com demonstração de amor a pessoa que ela é mais estável que ela ela não é acostumada com aquilo ela fala nossa pessoa me ama muito intensamente entende eu não posso perder esse amor né como se aquilo fosse amor,borderline,https://vm.tiktok.com/ZMAChypMg/,0
415,Vamos almoçar agora amor vamos sim deixa eu só terminar uma coisa aqui e aí a gente já come tá bom ficar um pouquinho junto com você e tal tudo bem Eu só preciso terminar isso é importante tá bom será que ele tá bravo comigo ele mal olhou na minha cara eu acho que ele tá esquisito não sei o jeito que ele agiu comigo será que tá tudo bem o nosso relacionamento Talvez ele esteja pensando que a gente não tá dando certo Talvez ele tenha até cansado de mim é porque eu fico exigindo muitas coisas dele né meu Deus eu sou um saco ninguém me suporta mesmo já já ele vai me abandonar,borderline,https://vm.tiktok.com/ZMAChD6dU/,0
