ID,Transcription,Tag,Link,Plataform,Views,Classificação
92,55% dos casamentos terminam em divórcio e mais de 90% dos relacionamentos que começaram antes dos 30 anos de idade termino minha geração é tão obcecada na ideia do amor romântico que as pessoas amam mais a ideia do amor do que a pessoa que elas estão se relacionando você tem que aprender a amar a si mesmo antes de permitir ser amado por alguém não tem nada de errado em estar solteira não tem nada de errado em estar sozinho e trabalhar em si mesmo antes de pular para um relacionamento porque como você pode oferecer quem você é se você não sabe muito bem ainda se você só se ama uns 30% e chega alguém que te ama uns 40% você vai achar que é grande coisa mas no fundo é só o mínimo porque você ainda não aprendeu a ficar confortável consigo mesmo e se amar 100% sempre se anestesiando quando bate Aquela ansiedade e tenha fé aceite a Solitude você vai se libertar mais foco menos ansiedade,ansiedade,https://www.instagram.com/reel/DGiRS9KxaPq/?igsh=MWx5b29xZzA2cnplOA==,Instagram,2310559,
93,amigos de verdade Chapada de pé quando você Vence mesmo se eles estiverem esperando a vez deles e te puxam para cima mesmo carregando o próprio peso porque ele sabe que seu sucesso é reflexo de trabalho e não de sorte amigos de verdade tão felizes em ver você brilhar porque sua luz não apaga deles na verdade inspira eles a ver o que também é possível para eles vocês aprendem juntos por imitação por causa de algo chamado neurônios espelho ao invés de inveja eles sentem admiração Generosa é um sentimento que te tira do Estado de culminação em Alto referência e deixe sua alma leve e se você também é um amigo de verdade você vai sentir o mesmo por essa pessoa se você tem alguém assim na sua vida manda esse vídeo para ela mais foco menos nessa,ansiedade,https://www.instagram.com/reel/DIY4rOAxGHx/?igsh=dnV4amQ1bGlzZG9q,Instagram,1521791,
94,a pessoa que mais te ama é que te desafia estar desconfortável mas por anos aprendemos que quem mais nos ama é quem nos aceita por o que somos como eu posso ficar calado se eu vejo seu potencial seu cheque como você tá É porque eu me preocupo e quero que você se torne sua melhor versão aceitar o outro é importante mas a partir do momento que perdemos espaço para conversas desconfortáveis o relacionamento perde o sentido já que segundo a teoria da autoescuela mesmo não trabalha nos dela e se coloca como superior enfim mas manda esse vídeo pra aquela pessoa que você se preocupa e cresce junto mais foco menos,ansiedade,https://www.instagram.com/reel/DGNzFNBRiQD/?igsh=dDE2OTg0M2xiNTFm,Instagram,3182149,
95,se você quer amigos melhores Se acostume a ver eles de vez em quando porque amigos melhores são amigos ocupados e não se preocupe em perder eles porque amigos de verdade vão ficar felizes em ver você buscar evolução e não te manipular com carência Você não perde amigos quando trabalha em você você só descobre quem não era o seu amigo desde o começo uma boa amizade não tem nada a ver com o tanto de vezes que você encontra aquela pessoa mas sim com uma coisa quando você e seu amigo ficam afastados por muito tempo você sente meio culpado ou vocês voltam exatamente de onde pararam como se nada tivesse acontecido se fosse a segunda opção essa pessoa sua amiga de verdade manda esse vídeo para ela mais foco menos ansiedade,ansiedade,https://www.instagram.com/reel/DH0o2WbR5iB/?igsh=MnQybjE0OTF4cnc3,Instagram,4241226,
96,deixa as pessoas ficarem decepcionadas com você deixa elas mudarem de opinião sobre você aceite que você vai ser mal compreendido não importa o tanto que você tem de se explicar mas eu espero que você saiba esse não é um fardo para você carregar saiba suas responsabilidades mas às vezes esse é o preço que você tem que pagar para ter paz interna vai doer ser mal compreendido porque a dor da rejeição social é equivalente no cérebro a dor física fomos feitos para evitar ela Qualquer Custo traçar o seu próprio caminho vai doer na hora mas se você sabe se os valores internos Isso faz parte de será autêntico e eu te prometo que vai doer muito menos com o tempo do que viver uma vida conflitante com o que você acredita não tenha medo de impostos limites mais foco menos na cidade,ansiedade,https://www.instagram.com/reel/DG5kD17RFOd/?igsh=MWh1YmNrYjM2ZHZsZA==,Instagram,2121890,
97,se você fosse um demônio como você manteria as pessoas o mais distante de Deus possível sem elas perceberem se eu fosse um demônio criar um ambiente onde as pessoas se sintam constantemente refletir sobre o sentido da vida ou buscar uma conexão espiritual incentivar o medo e a insegurança reforçando a ideia de que o materialismo e o ego são as únicas coisas importantes torcer a percepção do que é realmente importante incentivando superficialidade distrações mais foco menos ansiedade,ansiedade,https://www.instagram.com/reel/DF2pUkDx6wD/?igsh=NWR6ZmZoMmJpbGJw,Instagram,3651262,
98,você vai começar a recusar dormir com qualquer pessoa quando você entender que o investimento emocional de compartilhar sua intimidade com alguém por mais que seja algo casual gerar algo no seu cérebro chamado ressonância emocional ressonância emocional é quando você se torna um só com o que você tá fazendo o famoso hiperfoco acontece quando a gente está lendo estudando ou assistindo alguma coisa O problema é que quando você compartilha sua intimidade com alguém que você não é íntimo você se torna um só também com toda a bagagem emocional daquela pessoa que você nem conhece direito Isso inclui todas as crenças limitantes e maldições familiares não curadas dela pô mas sem energia dela for boa não tem nada de errado eu não vou te julgar você faz o que você quiser mas 99% das pessoas que eu vejo falando isso tão usando como desculpa para ter mais e mais sexo casual prazer imediato sendo enviadas pela Luxúria sexual por mais que elas conversam elas mesmas que não papo reto intimidade pra mim é pros últimos mas foco menos ansiedade,ansiedade,https://www.instagram.com/reel/DH8YullRaAt/?igsh=MWdvam01ZzQwZ2liNw==,Instagram,1751423,
,Uma Mente eu venho sentindo um vazio tão grande que a crise de ansiedade já me dominou por completo só fico no celular trancada dentro do quarto procurando alguma coisa que me distraia pensando um milhão de coisas e já cheguei num ponto em que eu não tô nem mais feliz e nem mais triste eu simplesmente só tô vivendo e esse é bom demais,ansiedade,TikTok,https://vm.tiktok.com/ZMSY4CRo3/,184.000,EXPERIÊNCIA PESSOAL
,toda pessoa ansiosa tem esses três sintomas que eu vou falar para você meu nome é Stênio Lima Eu sou psicanalista clínico e hipnoterapeuta e o meu objetivo aqui é ensinar você a vencer a ansiedade sem o uso de medicamentos primeiro sintoma é a irritabilidade a pessoa se tornou um barril de pólvora qualquer coisa faz ela explodir Além disso ela se tornou também uma pessoa impulsiva ou seja manda mensagens na hora que não deveria mandar fala coisas quando deveria ficar calada o segundo sintoma é a inquietação a pessoa fica acelerada se mexendo muito batendo a mão na perna mordendo os lábios Roendo Unha você olha para ela e você percebe que ela está inquieta desconfortável na maioria das vezes a pessoa nem percebe isso isso acontece De forma inconsciente e o terceiro sintoma é a dificuldade em ter um sono reparador salutar Ou seja aquele sono que você acorda no outro dia e fala hoje eu consegui dormir bem você quer vencer a ansiedade sem o uso de medicamentos que eu posso te ajudar clica no link do meu perfil depois você vai escolher a opção curso mentes ansiosas e nós vamos lutar juntos e você vai vencer a ansiedade,ansiedade,TikTok,https://vm.tiktok.com/ZMSY4bHQd/,190.000,ENGANOSO
,ai mais um dia normal na minha vida vai vai essa pulseira é muito bonita eu vou contar Quantas cores tem nessa pulseira ai que soninho Vamos então contar Quantas cores tem nessa pulseira velho uma duas três seis não é 6 uma duas três quatro cinco oito 10 uma fresco ai fresco refresco refresco,ansiedade,TikTok,https://vm.tiktok.com/ZMSY4pEq8/,983.000,EXPERIÊNCIA PESSOAL
,que que é TDH muito simples é sério o que pensa muito mais que a média uma velocidade muito maior excesso de pensamento o excesso de pensamento aquilo leva um exaustão deprime porque ele é depressivo ele deprime por exaustão porque é um pensamento que leva outros leva outros leva outros Leva outro e tudo tvh acaba desenvolvendo ansiedade Porque ele nunca tá aqui agora ele tá aqui pensando se fosse uma tempestade de pensamentos e isso de vez em quando é exaustão e isso aumenta a ansiedade por isso que em alguns momentos você pode ficar ligeiramente obsessão pelo excesso de ansiedade você Pode esticar a marcha Mas você tem que parar aqui no motor não desculpa,ansiedade,TikTok,https://vm.tiktok.com/ZMSY4gSJq/,58.000,ÚTIL
,você cancela o pensamento como falando com você mesmo se dando bronca isso é um ponto muito importante também essa autocorreção é fundamental que aconteça essa autocorreção por quê Porque você tá ensinando para o teu cérebro uma nova programação uma nova forma de reagir e enxergar alguma situação e a gente sabe que o nosso cérebro é o órgão mais preguiçoso porque ele gosta de poupar energia desde a época das cavernas ele é feito biologicamente para poupar energia por isso que ele automatiza tudo então quando você começa a pensar a questionar refletir você dá trabalho você gasta energia mental ele não quer então quando você se corrige você dá trabalho para o teu cérebro o que que ele faz não quero ter trabalho eu vou entender Qual é esse novo processo e vou automatizar então é com s e trabalho de autoconsciência com o tempo não é da noite para o dia que a ansiedade vai reduzindo até o momento que Ela desaparece Então esse processo de organização Mental é o que precisa acontecer dentro da ansiedade tá,ansiedade,TikTok,https://vm.tiktok.com/ZMSY4puwr/,77.000,ENGANOSO
,melhor forma de controlar uma crise de ansiedade fazer isso que eu vou te mostrar agora só quem passou por uma crise dessa sabe quantos impacta a sua vida as palpitações as batidas aquele peso que parece esmagar seu peito e não é frescura por alguma razão seu sistema nervoso simpático ativou o modo imperativo E descarregou um monte de adrenalina no seu corpo ativando os tipos de fogo ou de lua pode sentir sensação de falta de ar batimentos cardíacos acelerados pensando muscular aperto no peito na garganta só que esse outro cara aqui ele amortece esse Alerta e reseta seu corpo para o estado de repouso e como você ativa esse sistema uma das formas rápidas de fazer isso é mergulhar seu gosto na água gelada como esse rapaz aqui tá fazendo quando seu rosto se encontra com água fria principalmente na região do nariz matando o rosto os nervos da face acreditam que você está mergulhando e seu organismo entende isso vai reduzir a sua frequência cardíaca e acalmar o seu corpo para diminuir o consumo de oxigênio afinal ele pensa que você está mergulhando mesmo não é o estado Então prepara o print e a próxima vez que você se sentir ansioso ou tiver uma crise tente essa técnica Não esquece de Compartilhar esse vídeo já seguir a gente,ansiedade,TikTok,https://vm.tiktok.com/ZMSYVBfx7/,198.000,ÚTIL
,Oi meu filho deixa eu te falar papai tá cheio de orgulho de você viu cheio de orgulho mesmo meu filho cheio de orgulho você só me deu orgulho e hoje eu tô muito feliz meu filho por você viu muito mesmo parabéns meu filho parabéns,ansiedade,TikTok,https://vm.tiktok.com/ZMSYVNsXn/,133.000,
,Por que quando você tá em crise de ansiedade dependendo do grau você não consegue muitas vezes arrumar sua casa lavar uma louça lavar um banheiro varrer uma casa porque você não tem energia para nada e você não consegue se concentrar nas coisas você simplesmente liga o piloto automático e estar nessa situação para mim nas últimas semanas têm sido muito cruel e eu acabo muitas vezes me punindo me culpando por tudo isso que eu queria falar para vocês é que uma pessoa com depressão e ansiedade ela não vive isso 24 horas por dia então eu tenho momentos do meu dia que eu estou muito mal quando eu saio né quando eu consigo sair quando eu encontro pessoas que eu gosto eu tento sabe literalmente por uma máscara é seguir e falar tá tudo bem porque eu também não quero ficar falando muito sobre isso né e também não quero preocupar as pessoas então a gente põe a máscara ali da da felicidade,ansiedade,TikTok,https://vm.tiktok.com/ZMSYVxQ1f/,212.000,EXPERIÊNCIA PESSOAL
,depressão é uma doença da Alma falta de caminho falta de propósito isso é depressão uma pessoa que não sabe o que ela precisa fazer ela não sabe para onde ela tem que ir ela não sabe qual é o próximo passo ela não sabe ela não tem direcionamento então se eu não sei o que eu tenho que fazer se eu não sei para onde eu tenho que ir para que que eu vou fazer alguma coisa aí entra no desânimo na falta de disposição que é o quê não tem nada que recarregue é o cansaço constante O desânimo constante é quando você tem uma rotina que só suga não tem nada que recarrega o espírito eu não sorri você não dá risada você não faz nada de sua alma canta que faz a sua alma canta é uma depressão é exatamente isso é você não sendo capaz de exercer o que você se propôs a exercer quando decidiu vir para cá então a depressão o que que ela é um convite para que você questione absolutamente tudo na sua vida relacionamento familiares amizades amorosos direcionamento profissional questão de saúde de novo prestar atenção no corpo Às vezes a depressão vem para fazer você parar mesmo é uma faxina geral exato É faxina geral Exatamente isso ela te trava para você pensar coisa que você não tava fazendo antes mas pensar com um olhar de responsabilidade que é diferente de um olhar de culpa se você tem esse olhar de culpa eu não sou capaz Eu sou tão impostor eu não sirvo para nada eu só faço coisa errada nada que eu faço acesso você entra nessa bolha acabou você vai entrar nessa bolha Aquilo é uma bola de neve então culpa em alta cobrança Jamais isso é causa de muita doença física então culpa em autocobrança nunca responsabilidade é diferente tem um peso diferente percebe a culpa é pesada responsabilidade não eu assumo a responsabilidade né então é você assumir que se você quer ver uma mudança na sua vida qual é a primeira coisa que precisa mudar É o governo é a sua família são seus amigos ou é você então é você entender que a faxina interna a depressão Ela tá aqui para te dizer isso tá tudo errado meu amigo,ansiedade,TikTok,https://vm.tiktok.com/ZMSYV4AeV/,46.000,
,o que mensagens de texto significam para pessoas ansiosas Você tá bravo comigo você tá bravo comigo você tá bravo comigo você tá bravo comigo você tá escrevendo um textão para falar o porquê que você tá brava comigo esse aqui é para os avançados iniciantes vão olhar para essa frase e pensar que você não tá bravo comigo mas por causa desse ponto final eu sei que você tá bravo comigo você tá muito bravo comigo você claramente tá bravo comigo todo mundo morreu e você também tá bravo comigo,ansiedade,TikTok,https://vm.tiktok.com/ZMSYVGayc/,891.000,ÚTIL 
,se prepara viu se preparar para que serve nada não mas se prepara se prepara para quê vem aí uma coisa muito forte mas o que que tem aí não posso dizer mais nada me fala sei lá ô mulher não faz isso comigo não é coisa ruim eu vou e daí quando vem coisa boa para tua vida tá louca louca,ansiedade,TikTok,https://vm.tiktok.com/ZMSYqpGfx/,4.500.000,ÚTIL 
,a minha ansiedade foi para casa do caralho eu não tenho a uns três meses tá ligado e eu vou te ensinar a técnica que eu vi num corte de Podcast gringo e que funciona para caralho cara a parada é tipo curou a minha ansiedade Porque como funciona a mente do ansioso a gente não consegue focar em uma coisa só porque são milhões de coisas na sua cabeça que tá acontecendo ao mesmo tempo que você não consegue organizar essas paradas e tomar uma iniciativa muitas das vezes e aí você fica procurando e tudo mais e qual que é a parada quando você precisa fazer as coisas sendo que você não consegue dar o primeiro passo porque é muita coisa ao mesmo tempo você fica muito confuso que que você tem que fazer a parada que eu vi que mudou a minha vida é tipo quando você sabe aonde você tem que chegar sendo que o caminho sabe a trilha que você tem que seguir ela está turva Ela tá com muita neblina E aí você não consegue enxergar o caminho e você sabe que você vai chegar no lugar x que é aonde você quer chegar sendo que você não consegue enxergar o caminho e aí você fica travado ai meu deus do céu então tipo o que eu aprendi que mudou minha vida é que o mais importante é você dar o próximo passo porque tudo que vai te deixar mais perto da onde você quer chegar é o próximo passo cara imagina o caminho aqui sabe você tem que chegar até aqui sendo que aqui mano não tem problema para caraca você tipo só de você pensar nisso aqui e te dar dor de cabeça então cara se Foca no próximo passo você fez esquece todos os problemas possíveis e imagináveis que estão aqui ó dá o próximo passo dá o próximo passo quando você vê você já tá pertinho do bagulho tá ligado e você não ficou louco e uma parada que também está me ajudando muito é sabe lista de tarefas que você faz as pessoas tarefas Eu loco a minha lista de tarefas com muita coisa fútil tipo assim escovar o dente arrumar a cama dá bom dia para o meu cavalo foda-se tipo várias assim porque aí meio que você game fica a sua vida e parece que você tá tipo zerando um jogo sabe qual é então tipo assim não tem só aquelas cinco coisas Ultra fodas depois tem que fazer durante o dia questão tipo assim realmente o que você tem que fazer você pega 65 coisas e se transforma em 2 5 0,ansiedade,TikTok,https://vm.tiktok.com/ZMSYqGkWm/,101.000,ÚTIL 
,a mulher que sofre com transtorno de ansiedade não sofre só com o que ela sente sofre com que ela escuta com que ela precisa fingir com que ela precisa engolir a mulher que sofre com transtorno de ansiedade carrega um peso que ninguém vê por fora ela tenta manter o controle mas por dentro o peito aperta o coração dispara a respiração falha mesmo quando tudo parece calmo a mente tá gritando ela sente medo de enlouquecer medo de morrer medo de não conseguir sair daqui mas sabe o que mais dói não é o que ela sente é o que ela escuta dos outros para com isso isso é coisa da sua cabeça você é muito dramática tá querendo chamar atenção como se ele escolhesse estar assim como se ela não tivesse lutando todos os dias para parecer funcional quando na verdade ela só queria respirar em paz e aí ela começa a esconder fingir que tá bem se cala pra não incomodar e vai se sufocando porque a dor vira a culpa e a culpa alimenta ainda mais ansiedade a sociedade ensina que ele sentia fraqueza mas o que essa mulher precisa não é julgamento tem espaço é acolhimento é Alguém que entenda que é aquilo que paralisa não é frescura é real,ansiedade,TikTok,https://vm.tiktok.com/ZMSYbMYah/,159.000,ÚTIL 
,tudo errado tudo errado cara hahaha,ansiedade,TikTok,https://vm.tiktok.com/ZMSYqoCHc/,294.000,EXPERIÊNCIA PESSOAL
,hoje João tá com crise de ansiedade e por que que eu tô falando isso para vocês para vocês entenderem que a vida perfeita ela não existe a crise de ansiedade é gerada por sobrecarga certo faça um breve resumo do dia do João hoje tá ele acordou era 4:00 da manhã foi fazer um bate-volta lá em Ponta Grossa chegou aqui em Londrina era 3 horas da tarde e foi direto para o escritório chegando lá ele começou a passar mal saiu veio direto para casa nesse meio tempo tava lá embaixo com a Maitê a hora que eu cheguei aqui em cima ele tava como deitado dormindo e aí ele me disse que ele saiu do escritório sem dizer nada para ninguém só pegou o carro e veio desligou o celular colocou no modo avião e dormiu a Isabela Mas por que você tá falando tudo isso Lembrando que eu tô falando sobre um dia da vida dele aí que eu tinha cortado a culpa bicho na vida do João ele já catou lixo e se você não sabe ele já foi youtuber ele já abriu a loja de tênis importado online enfim aí ele foi e voltou foi voltou foi voltou aí eu engravidei tive a Maitê foi o mais carga enorme de responsabilidade porque gerar um filho e tem que ter responsabilidade para poder cuidar financeiramente uma casa de um filho que é muita coisa Resumindo quando a pessoa tiver passando por um momento assim tendo uma crise de ansiedade teve uma crise do Pânico ou qualquer outra coisa do tipo bem apoio bem suporte carinhoso detalhes que fazem a diferença para um relacionamento dar certo ou não eu não falei relacionamento de casamento de amizade relacionamento familiar Às vezes a pessoa só tá precisando de você do lado,ansiedade,TikTok,https://vm.tiktok.com/ZMSYbYP2o/,84.000,EXPERIÊNCIA PESSOAL
,uma pessoa com ansiedade e ela vai chorar por mínimos detalhes não é drama não é para chamar atenção é porque ela tá guardando tanta coisa para ela mesmo tanta coisa que doeu e ela não falou até que alguém por algum motivo toca em um assunto que a faz lembrar de algo que doeu muito e a faz chorar compulsivamente,ansiedade,TikTok,https://vm.tiktok.com/ZMSYbFEpG/,304.000,EXPERIÊNCIA PESSOAL
,pressão alta de nervoso e ansiedade como resolver a solução começa pelo entendimento de que é natural que essa pressão do sangue a pressão sanguínea fique maior porque o seu coração ele começou a bater mais vezes mais forte por causa da adrenalina que foi liberada pelo seu cérebro porque o sistema de defesa do seu corpo o sistema de luta ou fuga ele foi acionado para te proteger de um perigo que não existe ou seja esse coração está bombeando mais sangue e por isso a pressão do sangue subiu Porém isso não é para te causar dano não é para te matar é para mandar mais sangue para os seus braços para suas pernas para você lutar ou fugir Contra esse perigo Contra esse inimigo que não existe a sua mente mente e medir a pressão nessa hora não é necessário sua pressão vai estar alta com certeza o foco precisa estar em acalmar a sua mente que é de onde está vindo comando de perigo eu estou tomando ele Já ajudei milhares de pessoas a eliminar as crises de ansiedade eu vou fazer uma aula online gratuita para te mostrar o passo a passo de como você vai se libertar dessas crises eliminar os pensamentos ruins vida aqui nos comentários a palavra aula para garantir agora a sua vaga Lembrando que você precisa estar no grupo de WhatsApp pois é nele que eu vou enviar o link da nossa aula ao vivo,ansiedade,TikTok,https://vm.tiktok.com/ZMSYbY1o3/,62.000,ÚTIL 
,Para de se achar tão importante é isso que te causa timidez Alguns vão te julgar Mas é uma projeção deles nem é sobre você porque se a gente morrer amanhã quem vai realmente lembrar em uma semana só família e uns amigos ou mais daqui a 100 anos todo mundo aqui vai ser esquecido até quem é famoso no fundo a gente não é tão importante assim Então aproveita isso bota a cara ataca o universo recompensa coragem em Foco mais foco e menos ansiedade,ansiedade,TikTok,https://vm.tiktok.com/ZMSYbjtjq/,1.100.000,
,coisas estranhas que você faz por conta da sua ansiedade generalizada que é a doença das preocupações em excesso Lembrando que eu sou psicóloga trabalho pela terapia cognitiva comportamental bom primeira coisa é paralisar que aquela resposta de congelamento quando você tem muitas coisas e por algum motivo você não consegue fazer elas seja por conta de duvidar da sua capacidade de não tolerar o desconforto de ter que fazer alguma atividade mesmo que seja simples ou por achar que você precisa não sentir mais ansiedade para conseguir fazer suas coisas enfim outra coisa é irritabilidade e nervos à Flor da Pele que é quando tudo te afeta tudo te irrita até coisas pequenas isso porque a resposta de ansiedade ela ativa o sistema simpático e libera hormônios do estresse como cortisol E aí como você tá sempre com a sociedade ativa devido ao excesso de preocupações É como se você tivesse sempre estressada e lidando com muita coisa além dos problemas que você já lida por conta desse transtorno que gera muito sofrimento já aí você surda chora com coisas que parecem pequenas mas que para você não são pequenas porque você já tá muito sobrecarregada outra coisa é culpa excessiva você se culpa por não conseguir fazer o que você gostaria do jeito que você gostaria não conseguia Entender no trabalho descontar suas frustrações nas outras pessoas muitas vezes se afastar e se isolar também outra coisa é insônia porque quando você vai dormir a sua cabeça começa a pensar em mil coisas e aí você ativa o seu sistema simpático Que te deixa mais agitada e isso impede o seu relaxamento então você não consegue pegar no sono mesmo estando extremamente cansado e aí o problema é que por não conseguir Descansar as suas funções executivas ficam prejudicadas você rende menos no dia seguinte você fica mais estressada mais irritada e isso só acumulou ainda mais preocupações para o seu dia como se não tivesse o suficiente outra coisa é o cansaço excessivo fadiga a falta de energia por isso não parece mas consome muita energia e parar de sentir prazer até com coisas que você costumava gostar porque essa ansiedade é mais crônica altera os seus números transmissores como serotonina dopamina na hora adrenalina você também não consegue se conectar com o momento presente Porque você tá o tempo inteiro pensando sobre o futuro e tudo isso faz com que você possa deixar de sentir prazer no seu dia a dia que é muito ruim e pode inclusive levar um quadro de depressão e se você se identificou com alguns desses sintomas comenta aqui e me segue para mais conteúdo sobre ansiedade,ansiedade,TikTok,https://vm.tiktok.com/ZMSYqK9NR/,175.000,ÚTIL 
,como é que é a ansiedade o transtorno de ansiedade que é uma doença psíquica é pode gerar sintomas físicos e é muito importante a gente explicar como é que acontece esse esse fenômeno da transferência da ansiedade da mente para o corpo isso vai servir até para pessoas que acham que a ansiedade é frescura para elas terem uma maior noção sobre o assunto e parar de falar besteira a mente ansiosa é como se ela tivesse uma lupa extremamente potente dentro dela então quando aparece alguma ameaça ou possível ameaça porque ameaça não precisa ser real ela já aumenta todo esse cenário de Perigo no nível inacreditável e a partir daí já dispara todo o sistema de luta ou fuga do corpo humano aí vem a adrenalina cortisol que são os hormônios da tensão na presença desses hormônios uma série de reações fisiológicas começam a acontecer os batimentos cardíacos aumentam a frequência respiratória dispara né gerando aquela sensação de falta de ar é de tontura estranheza os músculos ficam mais tensos o que pode causar dor muscular dores de cabeça aquele peso na nuca a adrenalina também pode paralisar algumas funções intestinais causando várias disfunções gástricas vazia uma digestão refluxo que pode dar aquela sensação de dor no peito o bolo na garganta e esses São só alguns sintomas causados pela adrenalina Mas ainda tem o cortisol que pode baixar o sistema imunológico da pessoa ela pode ficar mais propensa ter alergia de pele coceira de estúdio de sono esses sintomas são extremamente desconfortáveis e pode levar a pessoa a um quadro de Pânico de medo intenso por isso e por várias outras coisas a ansiedade não é frescura é um problema sério na verdade precisa de atenção,ansiedade,TikTok,https://vm.tiktok.com/ZMSYb6ycT/,59.000,ÚTIL 
,ansiedade pode matar você não a ansiedade não vai matar você isso é de extrema importância que você saiba por quê Porque quando você está passando por uma crise de ansiedade o comum vai ser o seu cérebro focar no perigo e nas Sensações que você está sentindo então Todas aquelas Sensações que você sente quando está tendo uma crise coração acelerado falta de ar que alteração na frequência respiratória garganta seca tudo isso que você tá sentindo a intensidade vai aumentar porque porque seu cérebro vai focar nisso nessas Sensações e se você começa a pensar eu vou morrer eu vou ter um ataque cardíaco eu vou dar um piripaque eu tô passando mal se você começa a focar nisso o que que vai acontecer essa intensidade ela vai aumentar esse sintoma Mas eles vão se tornar mais saliente para o seu cérebro e você vai conseguir tornar essa situação pior do que já está então uma das coisas que eu quero que você tenha em mente se você está passando por uma crise de ansiedade fique calma aquilo vai passar Inclusive eu quero te ajudar com isso clica no link do meu perfil escolha a opção mentes ansiosas e vamos lutar juntos,ansiedade,TikTok,https://vm.tiktok.com/ZMSYbDQmp/,55.000,ÚTIL 
,5 dores causadas pela ansiedade meu nome é Stênio Lima Eu sou psicanalista clínico e Já ajudei mais de 3.000 pessoas a vencerem a ansiedade sem o uso de medicamentos a primeira dor uma dor na cabeça tanto aqui na frente como atrás na nuca a segunda dor é uma dor no seu peito você sente também o coração acelerado às vezes parece que você está tendo um ataque cardíaco porque acontece uma alteração no batimento cardíaco a terceira dor dor no estômago algumas pessoas podem até ter refluxo começam a ter também sintomas de gastrite nervosa antes de eu falar a quarta e a quinta já quero que você deixe aqui o seu comentário compartilhe esse vídeo porque vai ajudar muitas pessoas a quarta dor no pescoço que irradia pelo ombro e pelo braço causa às vezes até um formigamento e a quinta dores musculares ou seja pelo fato que você fica com a musculatura muito tensa durante o dia você começa a sentir dores por todo o corpo você quer vencer a ansiedade clica no link que está ali ó no meu perfil tem o lima.com.br escolha a opção mentes ansiosas e nós vamos lutar juntos e você vai conseguir se libertar totalmente da ansiedade,ansiedade,TikTok,https://vm.tiktok.com/ZMSYbxfrM/,277.000,ÚTIL 
,5 dores causadas pela ansiedade meu nome é doutor Sarney e Já ajudei mais 100 mil pessoas a primeira dor uma dor na cabeça tanto na frente como atrás na nuca a segunda dor é uma dor no seu peito você sente também o coração acelerado às vezes parece que você está tendo um ataque cardíaco porque acontece uma alteração no batimento cardíaco a terceira dor dor no estômago algumas pessoas podem até ter refluxo e começam a ter também sintomas de gastrite nervosa antes de eu falar a quarta e a quinta já quero que você deixe aqui o seu comentário compartilhe esse vídeo porque vai ajudar muitas pessoas a quarta dor no pescoço que irradia pelo ombro e pelo braço causa às vezes até um formigamento e a quinta dores musculares ou seja pelo fato que você fica com a musculatura muito tensa durante o dia você começa a sentir dores por todo o corpo se você quer vencer a ansiedade clica no link que está ali no meu perfil a gente vamos lutar juntos e você vai conseguir se libertar totalmente da ansiedade,ansiedade,TikTok,https://vm.tiktok.com/ZMSYbxajb/,27.900,ÚTIL 
,se você sofre com ansiedade o seu intestino está assim ansiedade tem cura e essa cura começa no seu intestino Esse é o intestino de uma pessoa ansiosa Olha a grande diferença o intestino totalmente inflamado intoxicado e essa inflamação Trava a produção de neurotransmissores do bem-estar como a serotonina o hormônio da felicidade e a dopamina o hormônio da Coragem o hormônio da ação aquilo que você está comendo e a falta de nutrientes no seu corpo pode estar adoecendo a sua mente esses medos essa angústia e esse desânimo não é falta de Deus muito menos frescura aceita ajuda e vamos juntos restaurar sua saúde física e a sua saúde mental eu quero te ajudar você quer minha ajuda baseado na sua necessidade eu vou te enviar uma avaliação completa sugerindo os melhores suplementos e nutrientes necessários para restaurar sua saúde física e a sua saúde mental e se livrar dos sintomas da ansiedade Você vai no início da minha Bio aqui debaixo da minha foto tem um link você vai clicar nesse link e fazer agora a sua análise personalizada,ansiedade,TikTok,https://vm.tiktok.com/ZMSYbfhyo/,48.000,ENGANOSO
,Ansiedade causa sintomas Que várias pessoas nem imaginam eu vou te contar aqui agora nesse vídeo a ansiedade deixa a pessoa agitados pensamentos acelerados e pensamentos ruins o tempo todo é muito comum a pessoa sentir enjoos queimação no estômago dor de barriga diarreia a pessoa que está sofrendo com ansiedade se sente o tempo todo cansada e exausta e sem ânimo para realizar nenhuma atividade Quem está sofrendo com ansiedade ainda tem muita tontura sente muita tontura muito formigamento câimbra na extremidade das mãos dos pés muitas dores dores de cabeça constantemente dor no corpo em toda musculatura queimação em toda musculatura do corpo dores no pescoço que irradia pelo braço e manchas roxas é comum aparecer no corpo ansiedade tem cura curta e compartilhe esse vídeo porque ele pode salvar uma vida e já me segue aqui para mais dicas de como vencer esse mal,ansiedade,TikTok,https://vm.tiktok.com/ZMSYgNsxd/,58.000,ÚTIL 
